trip_id,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,trip_distance,fare_amount,passenger_count,payment_type
2322,2024-03-10 13:14:00,2024-03-10 13:43:16,8,1,2.2,8.65,1.0,2
2323,2024-03-14 05:12:00,2024-03-14 05:21:37,8,8,5.79,20.91,1.0,1
2324,2024-03-01 13:03:00,2024-03-01 13:16:18,10,13,2.45,8.96,1.0,1
2325,2024-03-28 08:44:00,2024-03-28 09:13:32,6,1,2.08,7.89,2.0,1
2326,2024-03-30 07:51:00,2024-03-30 08:17:39,6,2,1.87,7.64,1.0,1
2327,2024-03-06 03:33:00,2024-03-06 03:35:06,4,4,4.09,15.24,1.0,1
2328,2024-03-06 06:15:00,2024-03-06 06:48:45,3,20,0.34,3.84,2.0,1
2329,2024-03-18 15:11:00,2024-03-18 15:12:14,8,12,2.07,8.98,1.0,2
2330,2024-03-30 05:00:00,2024-03-30 05:44:53,8,16,0.42,3.93,1.0,2
2331,2024-03-22 03:31:00,2024-03-22 03:50:54,5,12,4.75,14.65,1.0,3
2332,2024-03-17 08:38:00,2024-03-17 08:56:19,20,14,5.13,15.35,2.0,2
2333,2024-03-27 04:17:00,2024-03-27 04:47:28,16,10,1.8,8.05,2.0,2
2334,2024-03-27 06:51:00,2024-03-27 06:55:01,19,2,2.47,9.4,2.0,2
2335,2024-03-02 15:47:00,2024-03-02 16:28:47,5,15,1.94,8.03,1.0,1
2336,2024-03-21 14:49:00,2024-03-21 15:05:50,6,10,2.16,8.66,1.0,1
2337,2024-03-06 00:14:00,2024-03-06 00:58:18,1,17,7.86,22.42,1.0,1
2338,2024-03-13 00:17:00,2024-03-13 00:28:46,19,19,1.42,6.81,3.0,2
2339,2024-03-13 12:33:00,2024-03-13 12:50:22,16,8,1.79,8.24,1.0,1
2340,2024-03-16 04:33:00,2024-03-16 04:54:38,20,19,1.98,8.01,3.0,1
2341,2024-03-18 02:08:00,2024-03-18 02:26:42,6,1,2.14,8.08,1.0,2
2342,2024-03-23 08:17:00,2024-03-23 08:54:12,12,10,1.84,7.84,2.0,1
2343,2024-03-30 09:31:00,2024-03-30 09:32:50,5,11,1.98,8.36,1.0,2
2344,2024-03-12 14:04:00,2024-03-12 14:14:20,11,3,2.56,9.84,1.0,1
2345,2024-03-31 02:08:00,2024-03-31 02:13:00,17,17,3.93,15.19,1.0,1
2346,2024-03-08 18:38:00,2024-03-08 18:54:20,16,14,3.38,12.59,4.0,2
2347,2024-03-28 18:26:00,2024-03-28 18:31:59,17,5,4.25,16.0,1.0,2
2348,2024-03-11 19:37:00,2024-03-11 19:51:27,20,11,8.55,21.9,1.0,1
2349,2024-03-03 07:30:00,2024-03-03 07:50:49,3,1,5.47,19.83,1.0,1
2350,2024-03-02 04:21:00,2024-03-02 04:34:34,2,8,2.4,9.91,1.0,1
2351,2024-03-29 13:23:00,2024-03-29 13:36:23,7,11,0.43,4.03,,1
2352,2024-03-30 02:40:00,2024-03-30 02:59:23,18,19,3.87,11.95,1.0,1
2353,2024-03-08 21:15:00,2024-03-08 21:37:19,6,10,1.72,-5.0,1.0,1
2354,2024-03-29 02:41:00,2024-03-29 03:01:44,11,13,0.23,3.55,1.0,1
2355,2024-03-17 22:51:00,2024-03-17 23:04:07,14,6,0.54,4.4,1.0,2
2356,2024-03-15 08:38:00,2024-03-15 09:00:04,3,20,1.35,6.08,2.0,1
2357,2024-03-11 16:20:00,2024-03-11 16:41:18,8,10,2.65,10.87,1.0,2
2358,2024-03-23 01:13:00,2024-03-23 01:31:56,14,9,2.98,12.23,2.0,1
2359,2024-03-29 18:08:00,2024-03-29 18:12:18,10,5,4.4,14.1,1.0,1
2360,2024-03-04 11:03:00,2024-03-04 11:08:08,15,10,8.02,28.33,1.0,2
2361,2024-03-04 03:07:00,2024-03-04 03:30:43,5,13,4.11,12.25,1.0,1
2362,2024-03-27 18:47:00,2024-03-27 19:09:40,17,19,0.43,4.3,1.0,1
2363,2024-03-12 12:25:00,2024-03-12 12:32:09,18,16,0.55,4.65,2.0,1
2364,2024-03-20 01:12:00,2024-03-20 01:15:40,6,10,1.21,6.65,1.0,1
2365,2024-03-17 07:04:00,2024-03-17 07:37:38,14,18,2.88,9.49,1.0,1
2366,2024-03-25 16:45:00,2024-03-25 16:50:31,19,10,4.32,13.54,1.0,1
2367,2024-03-14 18:56:00,2024-03-14 19:07:43,14,4,1.83,8.36,1.0,1
2368,2024-03-22 13:04:00,2024-03-22 13:06:37,4,8,3.3,11.84,2.0,1
2369,2024-03-23 19:33:00,2024-03-23 20:20:15,1,5,4.04,12.07,1.0,2
2370,2024-03-12 00:18:00,2024-03-12 01:05:24,4,19,0.63,4.97,1.0,2
2371,2024-03-07 03:20:00,2024-03-07 03:41:23,18,15,9.68,33.9,2.0,1
2372,2024-03-03 14:29:00,2024-03-03 14:50:40,18,15,2.14,9.84,1.0,1
2373,2024-03-06 14:32:00,2024-03-06 14:42:43,3,9,6.81,22.59,1.0,1
2374,2024-03-08 22:45:00,2024-03-08 22:47:54,1,10,1.0,5.87,1.0,1
2375,2024-03-17 20:25:00,2024-03-17 20:35:42,2,3,2.04,8.19,1.0,1
2376,2024-03-11 08:04:00,2024-03-11 08:34:39,6,6,3.45,13.81,3.0,2
2377,2024-03-30 19:36:00,2024-03-30 19:51:37,6,5,3.7,14.84,1.0,1
2378,2024-03-08 23:53:00,2024-03-08 23:56:03,6,10,2.69,8.92,1.0,1
2379,2024-03-16 03:37:00,2024-03-16 03:44:53,19,15,2.14,9.19,1.0,1
2380,2024-03-03 03:09:00,2024-03-03 03:50:11,14,12,0.26,3.77,2.0,1
2381,2024-03-11 05:54:00,2024-03-11 05:55:26,1,3,2.56,10.02,1.0,1
2382,2024-03-15 20:47:00,2024-03-15 21:08:51,5,16,5.59,18.6,2.0,2
2383,2024-03-07 06:21:00,2024-03-07 06:38:19,3,19,1.28,6.72,3.0,1
2384,2024-03-24 10:28:00,2024-03-24 11:00:33,17,12,8.02,27.78,1.0,1
2385,2024-03-13 23:40:00,2024-03-13 23:46:38,20,6,3.97,13.23,2.0,2
2386,2024-03-04 06:07:00,2024-03-04 06:20:52,13,10,0.48,4.2,1.0,2
2387,2024-03-08 05:07:00,2024-03-08 05:36:25,9,1,3.69,12.93,2.0,1
2388,2024-03-19 05:39:00,2024-03-19 05:54:29,3,5,0.92,5.65,4.0,1
2389,2024-03-03 15:50:00,2024-03-03 16:03:57,3,20,3.37,13.57,4.0,1
2390,2024-03-02 18:13:00,2024-03-02 18:28:55,20,9,0.99,6.07,1.0,1
2391,2024-03-04 14:06:00,2024-03-04 14:27:28,3,9,0.0,9.2,2.0,2
2392,2024-03-01 11:47:00,2024-03-01 12:11:35,3,12,1.2,6.42,2.0,2
2393,2024-03-25 00:21:00,2024-03-25 01:06:22,8,5,3.02,10.31,1.0,1
2394,2024-03-21 07:49:00,2024-03-21 08:08:43,13,6,1.97,7.85,4.0,1
2395,2024-03-03 21:37:00,2024-03-03 21:50:11,5,13,1.42,6.21,1.0,1
2396,2024-03-13 07:22:00,2024-03-13 07:30:11,10,15,1.78,8.38,1.0,2
2397,2024-03-19 21:48:00,2024-03-19 22:06:38,7,3,1.65,7.51,1.0,1
2398,2024-03-28 12:12:00,2024-03-28 13:03:58,17,8,1.71,8.09,1.0,1
2399,2024-03-03 00:51:00,2024-03-03 01:20:34,14,15,1.03,5.41,1.0,1
2400,2024-03-25 06:19:00,2024-03-25 06:35:08,17,2,5.25,18.55,1.0,1
2401,2024-03-28 06:22:00,2024-03-28 06:24:30,11,4,3.86,11.63,2.0,1
2402,2024-03-29 08:12:00,2024-03-29 08:31:08,20,19,4.68,16.71,1.0,1
2403,2024-03-28 00:26:00,2024-03-28 00:36:45,6,7,1.74,7.36,2.0,1
2404,2024-03-03 02:05:00,2024-03-03 02:33:56,6,9,2.76,11.68,2.0,1
2405,2024-03-19 13:10:00,2024-03-19 13:24:58,12,4,1.77,8.29,1.0,2
2406,2024-03-29 12:13:00,2024-03-29 12:46:09,10,1,3.53,13.33,1.0,1
2407,2024-03-02 18:27:00,2024-03-02 18:47:58,10,17,2.04,8.73,1.0,2
2408,2024-03-29 18:32:00,2024-03-29 18:58:19,15,13,1.77,8.06,1.0,1
2409,2024-03-04 05:18:00,2024-03-04 05:22:28,17,8,0.68,5.15,1.0,1
2410,2024-03-26 13:30:00,2024-03-26 13:43:38,15,18,23.69,60.8,2.0,1
2411,2024-03-03 02:38:00,2024-03-03 02:45:19,17,16,1.96,7.48,1.0,2
2412,2024-03-23 12:54:00,2024-03-23 13:06:21,16,1,2.32,8.86,1.0,1
2413,2024-03-20 19:17:00,2024-03-20 20:06:34,10,8,6.96,24.62,2.0,1
2414,2024-03-24 02:24:00,2024-03-24 02:42:21,9,5,8.97,29.77,1.0,2
2415,2024-03-21 23:49:00,2024-03-21 23:54:27,18,8,0.58,4.67,1.0,1
2416,2024-03-25 22:33:00,2024-03-25 22:47:13,8,14,0.31,3.98,2.0,1
2417,2024-03-18 05:20:00,2024-03-18 05:28:09,12,14,4.37,13.97,1.0,1
2418,2024-03-16 04:52:00,2024-03-16 04:55:40,10,12,0.33,3.94,1.0,1
2419,2024-03-22 21:32:00,2024-03-22 21:37:17,4,2,3.67,13.69,1.0,1
2420,2024-03-13 19:08:00,2024-03-13 19:09:37,17,8,4.29,13.41,1.0,2
2421,2024-03-15 04:12:59,2024-03-15 04:04:00,8,19,1.5,7.3,1.0,1
2422,2024-03-11 17:07:00,2024-03-11 17:09:03,2,2,1.47,7.26,1.0,1
2423,2024-03-05 03:33:00,2024-03-05 03:42:53,2,13,1.85,8.19,4.0,1
2424,2024-03-19 13:41:00,2024-03-19 13:53:26,1,19,1.46,7.6,1.0,1
2425,2024-03-15 05:30:00,2024-03-15 05:45:09,8,10,2.85,10.43,1.0,2
2426,2024-03-12 22:11:00,2024-03-12 22:21:36,3,3,3.89,13.41,1.0,1
2427,2024-03-17 12:49:00,2024-03-17 13:04:02,17,13,1.49,6.48,1.0,3
2428,2024-03-18 16:27:00,2024-03-18 16:48:38,16,4,0.2,3.43,2.0,1
2429,2024-03-25 21:46:00,2024-03-25 21:49:45,3,16,3.08,12.58,1.0,1
2430,2024-03-03 04:42:00,2024-03-03 05:06:30,10,9,0.46,4.23,1.0,1
2431,2024-03-16 15:24:00,2024-03-16 15:44:58,18,19,1.1,6.02,3.0,1
2432,2024-03-31 06:17:00,2024-03-31 06:25:03,5,18,0.43,4.14,2.0,2
2433,2024-03-30 08:15:00,2024-03-30 08:30:20,15,18,3.25,11.05,1.0,2
2434,2024-03-03 05:18:00,2024-03-03 05:28:15,19,18,2.55,8.65,1.0,1
2435,2024-03-05 14:03:00,2024-03-05 14:28:52,18,2,3.39,11.6,1.0,2
2436,2024-03-25 06:16:00,2024-03-25 06:21:06,1,17,3.72,11.33,1.0,2
2437,2024-03-18 13:22:00,2024-03-18 13:33:40,16,4,10.24,30.33,1.0,1
2438,2024-03-08 10:46:00,2024-03-08 11:54:46,17,11,6.24,17.24,1.0,1
2439,2024-03-07 11:47:00,2024-03-07 11:50:58,2,10,5.26,16.43,1.0,1
2440,2024-03-10 04:11:00,2024-03-10 04:17:41,16,12,3.63,14.37,2.0,3
2441,2024-03-17 14:34:00,2024-03-17 15:03:45,7,15,9.99,32.21,1.0,1
2442,2024-03-17 12:18:00,2024-03-17 13:05:42,20,6,3.46,13.38,1.0,2
2443,2024-03-02 09:01:00,2024-03-02 09:05:30,6,19,0.92,5.38,4.0,3
2444,2024-03-05 22:06:00,2024-03-05 22:17:18,4,12,8.25,28.86,1.0,2
2445,2024-03-09 00:39:00,2024-03-09 00:56:05,12,3,2.21,8.3,1.0,3
2446,2024-03-08 09:03:00,2024-03-08 09:31:52,1,7,2.2,9.45,2.0,1
2447,2024-03-03 10:04:00,2024-03-03 10:30:19,11,17,1.91,9.0,1.0,1
2448,2024-03-11 10:02:00,2024-03-11 10:16:24,7,2,2.96,9.71,1.0,1
2449,2024-03-28 02:20:00,2024-03-28 02:28:10,5,16,6.49,21.28,1.0,1
2450,2024-03-08 13:32:00,2024-03-08 13:43:02,16,10,5.52,18.61,2.0,1
2451,2024-03-28 18:24:00,2024-03-28 18:46:56,20,13,1.7,7.58,1.0,1
2452,2024-03-24 19:28:00,2024-03-24 20:08:23,9,18,7.69,24.5,1.0,1
2453,2024-03-06 14:59:00,2024-03-06 15:16:40,8,12,1.09,6.11,1.0,1
2454,2024-03-10 20:41:00,2024-03-10 20:50:00,11,19,4.08,15.72,2.0,1
2455,2024-03-12 16:58:00,2024-03-12 17:37:29,14,10,3.96,15.05,2.0,1
2456,2024-03-08 20:39:00,2024-03-08 20:42:28,5,1,3.04,11.46,2.0,1
2457,2024-03-11 01:12:00,2024-03-11 01:23:16,18,9,4.1,12.08,1.0,2
2458,2024-03-30 04:13:00,2024-03-30 04:56:34,7,10,4.17,16.26,3.0,2
2459,2024-03-04 06:29:00,2024-03-04 07:03:01,16,15,2.31,10.15,2.0,1
2460,2024-03-03 05:27:00,2024-03-03 05:32:32,3,9,2.53,10.5,1.0,1
2461,2024-03-03 21:30:00,2024-03-03 21:49:24,18,17,6.09,19.18,1.0,1
2462,2024-03-12 16:11:00,2024-03-12 16:19:07,4,1,2.91,9.68,1.0,1
2463,2024-03-06 23:57:00,2024-03-07 00:01:48,9,14,4.49,13.29,1.0,1
2464,2024-03-11 22:43:00,2024-03-11 23:01:18,16,15,7.34,25.84,1.0,1
2465,2024-03-02 15:00:00,2024-03-02 15:09:11,8,20,3.45,12.98,2.0,1
2466,2024-03-02 05:05:00,2024-03-02 05:21:51,2,15,7.93,24.46,1.0,1
2467,2024-03-07 18:27:00,2024-03-07 18:37:22,14,8,2.72,11.26,4.0,1
2468,2024-03-04 22:19:00,2024-03-04 23:11:47,18,11,6.79,24.0,1.0,3
2469,2024-03-01 07:35:00,2024-03-01 08:04:53,2,8,1.03,5.9,4.0,1
2470,2024-03-02 05:54:00,2024-03-02 06:12:41,17,6,5.67,20.85,1.0,1
2471,2024-03-04 18:37:00,2024-03-04 18:46:46,16,4,2.04,8.87,1.0,1
2472,2024-03-21 22:08:00,2024-03-21 22:37:59,14,11,1.53,6.51,1.0,2
2473,2024-03-30 03:48:00,2024-03-30 04:23:23,15,11,2.51,9.18,1.0,1
2474,2024-03-16 03:23:00,2024-03-16 03:43:41,15,12,2.05,8.51,1.0,2
2475,2024-03-31 20:07:00,2024-03-31 20:11:20,5,11,1.67,8.31,1.0,1
2476,2024-03-05 06:42:00,2024-03-05 06:47:09,18,15,4.74,17.45,1.0,1
2477,2024-03-12 10:01:00,2024-03-12 10:19:00,11,8,0.83,4.85,2.0,1
2478,2024-03-03 07:43:00,2024-03-03 08:00:23,8,17,7.16,19.23,1.0,1
2479,2024-03-04 07:58:00,2024-03-04 07:59:45,3,9,0.27,3.84,1.0,1
2480,2024-03-10 13:14:00,2024-03-10 13:45:45,7,18,8.4,24.31,1.0,2
2481,2024-03-21 21:12:00,2024-03-21 21:25:17,11,6,4.63,16.47,2.0,2
2482,2024-03-24 05:32:00,2024-03-24 05:44:58,16,11,4.32,14.67,1.0,2
2483,2024-03-04 13:08:00,2024-03-04 13:32:02,11,16,0.57,4.65,1.0,2
2484,2024-03-19 17:06:00,2024-03-19 17:16:39,11,7,1.91,7.53,4.0,1
2485,2024-03-17 16:01:00,2024-03-17 16:20:08,12,6,2.79,10.37,1.0,1
2486,2024-03-29 21:33:00,2024-03-29 21:57:50,10,14,2.86,11.71,2.0,1
2487,2024-03-13 07:02:00,2024-03-13 07:36:36,18,16,1.34,6.56,2.0,1
2488,2024-03-26 11:12:00,2024-03-26 11:20:51,5,13,1.63,6.82,1.0,1
2489,2024-03-26 18:33:00,2024-03-26 18:44:32,3,6,4.61,16.51,2.0,2
2490,2024-03-10 13:32:00,2024-03-10 14:05:46,1,2,0.5,4.12,1.0,1
2491,2024-03-14 01:59:00,2024-03-14 02:19:21,11,20,2.83,10.69,2.0,1
2492,2024-03-30 04:06:00,2024-03-30 04:25:16,6,15,2.66,11.09,1.0,1
2493,2024-03-06 15:27:00,2024-03-06 15:36:01,20,17,1.11,6.29,1.0,1
2494,2024-03-20 03:23:00,2024-03-20 03:30:28,5,1,1.34,7.23,1.0,1
2495,2024-03-05 23:59:00,2024-03-06 00:32:30,14,17,2.37,8.89,1.0,3
2496,2024-03-05 15:50:00,2024-03-05 16:07:48,18,15,2.68,9.02,1.0,1
2497,2024-03-27 22:08:00,2024-03-27 22:20:25,3,20,1.36,6.43,2.0,2
2498,2024-03-15 09:14:00,2024-03-15 09:32:30,16,6,2.23,8.85,2.0,2
2499,2024-03-23 10:33:00,2024-03-23 11:18:26,9,10,6.3,18.5,1.0,1
2500,2024-03-14 02:55:00,2024-03-14 03:17:35,7,17,0.59,4.53,1.0,1
2501,2024-03-21 17:20:00,2024-03-21 17:44:11,6,1,1.58,7.27,1.0,1
2502,2024-03-29 05:25:00,2024-03-29 05:38:54,1,9,2.26,8.48,1.0,2
2503,2024-03-05 12:40:00,2024-03-05 12:48:38,10,14,0.76,5.26,1.0,2
2504,2024-03-20 04:29:00,2024-03-20 05:03:00,9,4,4.41,14.85,1.0,1
2505,2024-03-20 19:36:00,2024-03-20 19:45:15,8,20,2.37,10.23,2.0,1
2506,2024-03-01 04:24:00,2024-03-01 04:34:23,11,1,2.92,11.06,1.0,1
2507,2024-03-15 04:03:00,2024-03-15 04:17:38,3,18,2.19,9.95,1.0,1
2508,2024-03-31 22:15:00,2024-03-31 22:26:13,6,8,2.15,8.93,1.0,2
2509,2024-03-03 09:52:00,2024-03-03 09:58:05,10,7,0.99,5.85,1.0,1
2510,2024-03-27 18:50:00,2024-03-27 19:04:19,4,16,9.05,29.6,1.0,1
2511,2024-03-29 06:49:00,2024-03-29 07:05:13,2,14,5.68,19.13,0.0,2
2512,2024-03-20 21:27:00,2024-03-20 21:35:55,9,15,8.95,28.49,2.0,1
2513,2024-03-21 05:46:00,2024-03-21 05:59:59,16,4,0.34,4.08,1.0,1
2514,2024-03-29 18:50:00,2024-03-29 19:28:08,9,10,3.63,11.54,1.0,1
2515,2024-03-10 13:31:00,2024-03-10 13:47:13,6,14,1.45,7.02,1.0,1
2516,2024-03-02 23:12:00,2024-03-02 23:34:17,16,17,4.63,17.46,1.0,2
2517,2024-03-22 03:27:00,2024-03-22 03:29:42,17,19,1.73,7.85,1.0,3
2518,2024-03-16 15:22:00,2024-03-16 15:39:07,10,18,4.85,14.93,1.0,1
2519,2024-03-11 20:52:00,2024-03-11 20:57:27,8,10,3.01,10.99,3.0,2
2520,2024-03-03 20:26:00,2024-03-03 20:28:25,10,12,1.8,8.59,1.0,1
2521,2024-03-19 23:30:00,2024-03-19 23:52:20,7,7,3.02,10.28,1.0,3
2522,2024-03-13 07:25:00,2024-03-13 07:36:05,8,20,2.71,9.11,1.0,1
2523,2024-03-25 13:22:00,2024-03-25 13:47:30,8,13,1.8,7.13,2.0,2
2524,2024-03-13 04:57:00,2024-03-13 05:17:50,10,10,0.5,4.55,2.0,1
2525,2024-03-23 18:52:00,2024-03-23 19:09:32,19,16,3.14,10.61,1.0,1
2526,2024-03-20 09:57:00,2024-03-20 10:26:59,3,15,4.74,17.51,1.0,1
2527,2024-03-09 04:23:00,2024-03-09 04:40:15,16,8,3.43,10.98,1.0,2
2528,2024-03-19 15:23:00,2024-03-19 15:55:11,11,5,5.0,16.45,1.0,1
2529,2024-03-14 06:24:00,2024-03-14 06:30:42,5,13,2.19,8.61,2.0,2
2530,2024-03-27 13:50:00,2024-03-27 14:18:03,9,18,0.85,4.9,1.0,1
2531,2024-03-03 19:53:00,2024-03-03 20:31:09,2,3,7.71,21.42,1.0,1
2532,2024-03-17 14:04:00,2024-03-17 14:23:16,20,15,9.52,28.12,1.0,1
2533,2024-03-12 20:56:00,2024-03-12 21:02:46,11,6,8.2,21.98,2.0,1
2534,2024-03-02 11:34:00,2024-03-02 11:58:39,8,3,6.44,18.0,1.0,1
2535,2024-03-30 08:03:00,2024-03-30 08:16:37,9,20,6.03,18.6,1.0,1
2536,2024-03-08 04:42:00,2024-03-08 04:50:32,3,9,1.63,6.62,1.0,2
2537,2024-03-28 07:00:00,2024-03-28 07:10:23,14,10,1.09,5.61,2.0,1
2538,2024-03-05 12:06:00,2024-03-05 12:14:46,10,2,3.1,12.15,1.0,2
2539,2024-03-07 12:10:00,2024-03-07 12:46:07,20,9,4.58,14.88,1.0,1
2540,2024-03-19 21:42:00,2024-03-19 21:53:18,10,7,0.47,4.41,1.0,1
2541,2024-03-23 14:04:00,2024-03-23 14:27:18,1,18,4.25,16.6,2.0,1
2542,2024-03-25 13:11:00,2024-03-25 13:18:59,9,3,1.43,6.61,1.0,1
2543,2024-03-08 01:28:00,2024-03-08 01:52:22,17,1,11.47,34.89,2.0,1
2544,2024-03-11 17:27:00,2024-03-11 17:50:18,18,16,3.31,10.99,1.0,3
2545,2024-03-13 12:03:00,2024-03-13 12:24:57,9,12,1.9,9.03,2.0,1
2546,2024-03-24 00:35:00,2024-03-24 00:57:41,8,20,2.4,9.9,2.0,1
2547,2024-03-20 16:14:00,2024-03-20 16:21:21,6,16,1.07,5.67,1.0,1
2548,2024-03-21 19:22:00,2024-03-21 19:26:28,9,3,3.37,10.75,1.0,1
2549,2024-03-30 16:49:00,2024-03-30 17:59:03,6,8,1.05,5.39,1.0,2
2550,2024-03-25 13:43:00,2024-03-25 14:02:54,11,7,2.92,12.18,1.0,1
2551,2024-03-13 16:46:00,2024-03-13 16:55:54,5,1,4.4,13.61,1.0,1
2552,2024-03-22 04:28:00,2024-03-22 04:35:10,16,9,2.74,10.8,2.0,1
2553,2024-03-30 15:34:00,2024-03-30 15:57:36,6,3,4.69,14.7,1.0,2
2554,2024-03-30 00:23:00,2024-03-30 01:08:01,5,5,3.45,11.24,1.0,1
2555,2024-03-30 12:43:00,2024-03-30 13:01:32,20,18,0.45,4.24,4.0,2
2556,2024-03-22 01:29:00,2024-03-22 01:32:10,20,16,4.04,14.48,4.0,3
2557,2024-03-15 18:13:00,2024-03-15 18:29:05,7,18,1.16,6.63,1.0,1
2558,2024-03-09 23:08:00,2024-03-09 23:45:19,13,4,0.77,5.41,1.0,2
2559,2024-03-31 11:46:00,2024-03-31 12:07:05,5,19,5.26,17.75,2.0,3
2560,2024-03-03 13:22:00,2024-03-03 13:27:08,5,7,2.62,10.75,1.0,1
2561,2024-03-05 14:59:00,2024-03-05 15:09:20,3,16,0.27,3.69,4.0,2
2562,2024-03-02 15:03:00,2024-03-02 15:14:10,11,2,2.68,9.35,1.0,2
2563,2024-03-31 18:16:47,2024-03-31 18:02:00,19,17,4.97,14.48,1.0,2
2564,2024-03-05 16:48:00,2024-03-05 17:04:00,9,20,0.9,5.36,2.0,2
2565,2024-03-01 22:27:00,2024-03-01 22:33:03,17,11,4.34,14.53,1.0,1
2566,2024-03-15 11:09:00,2024-03-15 11:21:46,10,17,2.6,9.28,1.0,1
2567,2024-03-19 22:04:00,2024-03-19 22:06:29,14,14,4.42,12.92,2.0,1
2568,2024-03-19 22:41:00,2024-03-19 22:47:27,6,6,4.22,14.77,1.0,1
2569,2024-03-26 21:29:00,2024-03-26 21:45:00,3,18,2.24,9.92,1.0,2
2570,2024-03-17 08:36:00,2024-03-17 08:53:14,18,1,1.22,6.46,1.0,1
2571,2024-03-18 04:42:00,2024-03-18 05:11:48,15,2,8.27,23.34,3.0,1
2572,2024-03-22 10:35:00,2024-03-22 10:47:16,7,19,6.72,21.92,2.0,1
2573,2024-03-24 16:38:00,2024-03-24 16:57:18,2,8,4.96,18.75,1.0,1
2574,2024-03-22 16:22:00,2024-03-22 16:33:40,15,18,1.74,8.55,1.0,1
2575,2024-03-23 01:37:00,2024-03-23 01:40:27,14,19,3.39,12.31,1.0,1
2576,2024-03-06 13:18:00,2024-03-06 13:38:28,15,16,1.14,5.64,3.0,1
2577,2024-03-03 17:50:00,2024-03-03 17:57:22,14,12,4.38,14.49,1.0,1
2578,2024-03-03 17:57:00,2024-03-03 18:14:05,7,16,6.15,17.72,1.0,1
2579,2024-03-20 10:40:00,2024-03-20 10:48:57,20,19,7.11,20.99,3.0,1
2580,2024-03-21 21:52:00,2024-03-21 22:08:32,20,6,1.34,5.97,,1
2581,2024-03-03 12:59:00,2024-03-03 13:09:04,6,1,2.4,9.89,2.0,1
2582,2024-03-02 10:35:00,2024-03-02 10:51:06,13,20,0.5,4.33,1.0,1
2583,2024-03-12 02:27:00,2024-03-12 02:45:23,20,5,1.73,7.11,2.0,2
2584,2024-03-02 04:42:00,2024-03-02 05:08:24,8,3,0.51,4.27,1.0,1
2585,2024-03-01 15:24:00,2024-03-01 15:35:08,6,11,1.04,5.83,4.0,1
2586,2024-03-17 06:10:00,2024-03-17 06:20:57,11,13,3.95,14.54,1.0,1
2587,2024-03-08 17:02:00,2024-03-08 17:17:15,10,3,1.03,5.61,1.0,1
2588,2024-03-15 01:30:00,2024-03-15 01:49:16,4,16,1.95,8.82,1.0,1
2589,2024-03-16 00:04:00,2024-03-16 00:08:09,10,12,1.88,7.38,2.0,1
2590,2024-03-03 00:03:00,2024-03-03 00:11:27,19,18,4.93,17.87,1.0,2
2591,2024-03-04 21:08:00,2024-03-04 21:11:10,8,13,1.35,7.22,1.0,1
2592,2024-03-20 17:54:00,2024-03-20 17:58:58,8,14,5.04,14.13,1.0,1
2593,2024-03-24 12:01:00,2024-03-24 12:03:39,7,17,0.94,5.27,1.0,1
2594,2024-03-02 23:37:00,2024-03-02 23:46:11,16,17,0.35,3.99,1.0,2
2595,2024-03-28 08:53:00,2024-03-28 09:24:59,7,7,4.02,15.32,1.0,1
2596,2024-03-08 12:06:00,2024-03-08 12:18:37,16,8,1.08,6.06,1.0,1
2597,2024-03-18 13:49:00,2024-03-18 14:22:53,2,7,4.33,14.58,2.0,2
2598,2024-03-18 21:16:00,2024-03-18 21:45:49,2,14,3.68,12.07,1.0,1
2599,2024-03-31 16:26:00,2024-03-31 16:35:02,12,10,1.64,7.5,1.0,2
2600,2024-03-29 08:30:00,2024-03-29 08:39:23,7,12,5.47,17.96,4.0,2
2601,2024-03-28 11:29:00,2024-03-28 11:38:42,9,10,4.4,13.05,1.0,1
2602,2024-03-26 00:27:00,2024-03-26 00:52:46,3,7,2.28,8.02,3.0,1
2603,2024-03-20 22:44:00,2024-03-20 23:03:24,9,11,6.44,20.3,4.0,1
2604,2024-03-05 16:21:00,2024-03-05 16:41:29,20,12,0.25,3.72,1.0,1
2605,2024-03-15 13:25:00,2024-03-15 14:01:17,20,8,0.33,3.83,2.0,2
2606,2024-03-26 08:59:00,2024-03-26 09:05:29,11,19,2.93,11.18,1.0,1
2607,2024-03-13 17:56:00,2024-03-13 18:17:53,14,5,4.12,14.67,1.0,2
2608,2024-03-11 08:52:00,2024-03-11 09:09:39,18,9,6.44,17.8,1.0,1
2609,2024-03-26 19:59:00,2024-03-26 20:04:16,9,13,0.73,4.91,1.0,1
2610,2024-03-25 06:41:00,2024-03-25 07:02:24,17,19,5.26,19.15,1.0,2
2611,2024-03-16 15:46:00,2024-03-16 15:51:27,15,12,2.46,-5.0,1.0,1
2612,2024-03-16 10:03:00,2024-03-16 10:20:28,7,13,0.24,3.73,2.0,1
2613,2024-03-19 11:31:00,2024-03-19 11:35:53,4,16,0.42,4.17,3.0,1
2614,2024-03-04 13:35:00,2024-03-04 13:52:41,17,11,5.16,17.43,1.0,2
2615,2024-03-25 13:43:00,2024-03-25 13:48:59,8,12,1.31,6.99,1.0,2
2616,2024-03-29 14:55:00,2024-03-29 15:09:30,6,3,0.66,4.96,1.0,1
2617,2024-03-28 11:13:00,2024-03-28 11:26:53,16,18,1.97,8.18,4.0,2
